名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
森美尔啤酒花园,体育休闲服务,娱乐场所,酒吧,建安一路99号海雅缤纷城购物中心1层22,广东省,深圳市,宝安区,113.9014884,22.56388748
森美尔啤酒馆(海雅缤纷城),体育休闲服务,娱乐场所,酒吧,建安一路99号海雅缤纷城F1层L1-023,广东省,深圳市,宝安区,113.9014884,22.56388748
Triangle Bar,体育休闲服务,娱乐场所,酒吧,兴华二路与建安一路交叉口西南100米,广东省,深圳市,宝安区,113.8989228,22.56615563
蜂巢量贩KTV,体育休闲服务,娱乐场所,KTV,宝民一路48号附近,广东省,深圳市,宝安区,113.8988379,22.56324591
胡桃里店酒吧,体育休闲服务,娱乐场所,酒吧,建安一路海雅缤纷城,广东省,深圳市,宝安区,113.9016945,22.56241357
大囍Hea Bar,体育休闲服务,娱乐场所,酒吧,兴华二路60-1号,广东省,深圳市,宝安区,113.897562,22.56495282
枫咖啡·酒廊,体育休闲服务,娱乐场所,酒吧,宝民一路68-2号,广东省,深圳市,宝安区,113.8976471,22.56445586
恒悦魔方,体育休闲服务,娱乐场所,娱乐场所,建安一路99号海雅缤纷城三楼(百变创享),广东省,深圳市,宝安区,113.9018125,22.56326147
宝贝小火车,体育休闲服务,娱乐场所,娱乐场所,新安街道建安一路99号海雅缤纷城F3,广东省,深圳市,宝安区,113.9010982,22.56395855
Bestroom真人密室逃脱(深圳店),体育休闲服务,娱乐场所,娱乐场所,新圳西路9号2层,广东省,深圳市,宝安区,113.8994853,22.56323585
BAR DEMON(海雅缤纷城),体育休闲服务,娱乐场所,酒吧,建安一路99号海雅缤纷城F1层L1-026,广东省,深圳市,宝安区,113.9016795,22.56368246
弘文艺术酒店玫瑰园商务会所,体育休闲服务,娱乐场所,KTV,宝城6区光电大厦13楼,广东省,深圳市,宝安区,113.9039894,22.56400184
热舞派对酒吧(深圳宝安店),体育休闲服务,娱乐场所,酒吧,新安街道新安办兴华路东侧灵芝新村五十五栋A101之一,广东省,深圳市,宝安区,113.9036519,22.57022734
阿玛尼酒吧,体育休闲服务,娱乐场所,酒吧,兴华二路286号旁,广东省,深圳市,宝安区,113.903907,22.57045424
时光吧,体育休闲服务,娱乐场所,酒吧,21区兴华二路87-2号(宝安电视台灵芝园),广东省,深圳市,宝安区,113.9029376,22.56995457
唐都(装修中),体育休闲服务,娱乐场所,娱乐场所,宝民一路70号都之都大酒店,广东省,深圳市,宝安区,113.8967013,22.56571475
宝安区妇女儿童活动中心,体育休闲服务,娱乐场所,娱乐场所,4区龙井二路97号,广东省,深圳市,宝安区,113.9078417,22.56183451
21克酒吧宝安店,体育休闲服务,娱乐场所,酒吧,"前进一路31区(东方明珠酒店一楼)(灵芝地铁站,海雅百货)",广东省,深圳市,宝安区,113.9082467,22.56263823
D8 DISCO KTV,体育休闲服务,娱乐场所,KTV,万兴街2-2号景马商业城3层,广东省,深圳市,南山区,113.9454987,22.5607753
星河国际会所,体育休闲服务,娱乐场所,夜总会,龙井路龙井大厦3-4楼,广东省,深圳市,南山区,113.9695405,22.56187816
游乐游艺店,体育休闲服务,娱乐场所,娱乐场所,龙珠八路16号岁宝百货F2,广东省,深圳市,南山区,113.9795401,22.56065564
景源会所,体育休闲服务,娱乐场所,娱乐场所|住宿服务,安托山九路8号,广东省,深圳市,福田区,114.0088755,22.56095229
棋牌包间,体育休闲服务,娱乐场所,娱乐场所,景田北街与景田路交叉口东150米,广东省,深圳市,福田区,114.0347765,22.56116575
欢乐驿站(梅林店),体育休闲服务,娱乐场所,KTV,梅林路上梅林文体中心T7号2层(梅林路与梅秀路交汇处),广东省,深圳市,福田区,114.0425675,22.57015515
天露特明星酒会,体育休闲服务,娱乐场所,酒吧,梅林街道梅中路1号嘉恒大厦五楼,广东省,深圳市,福田区,114.041182,22.56572759
天籁村量贩式KTV娱乐广场,体育休闲服务,娱乐场所,KTV,梅华路103号南鹏大厦4楼(上梅林市场对面),广东省,深圳市,福田区,114.0507651,22.5669141
星煌娱乐城,体育休闲服务,娱乐场所,夜总会,百兴苑梅华路34-7号,广东省,深圳市,福田区,114.0517159,22.56740731
佳琪会KTV,体育休闲服务,娱乐场所,KTV,上梅林梅华路3号美林综合楼2楼,广东省,深圳市,福田区,114.0480417,22.56675427
星马泰商务KTV酒吧,体育休闲服务,娱乐场所,酒吧,梅华路34号金辉商场二楼,广东省,深圳市,福田区,114.0520764,22.56744566
卡布桌游狼人杀俱乐部,体育休闲服务,娱乐场所,娱乐场所,雨田路莲丰花园莲丰雅苑3单元301(莲花北地铁站B出口),广东省,深圳市,福田区,114.0512986,22.56406439
H.Club,体育休闲服务,娱乐场所,酒吧,上梅林奥士达路7号蓝宝石家园商铺103,广东省,深圳市,福田区,114.0555306,22.5665088
佳棋会音乐会所,体育休闲服务,娱乐场所,KTV,梅村路3深物业·美林综合楼,广东省,深圳市,福田区,114.0485609,22.56700524
酒威尼斯音乐酒吧,体育休闲服务,娱乐场所,酒吧,上梅林梅村路5号(新世界百货右侧名门养生会所一楼),广东省,深圳市,福田区,114.04844,22.56825735
79吧闯深圳俱乐部,体育休闲服务,娱乐场所,酒吧,梅村路1号附近,广东省,深圳市,福田区,114.0477611,22.56600589
时刻桌游主题休闲吧,体育休闲服务,娱乐场所,娱乐场所,梅林街道中康南路8号雕塑家园9楼921室,广东省,深圳市,福田区,114.0548524,22.56615197
自游穿越,体育休闲服务,娱乐场所,酒吧,奥士达路7号蓝宝石家园105号,广东省,深圳市,福田区,114.0554996,22.56650185
99量贩式KTV,体育休闲服务,娱乐场所,KTV,梅华路100-3号2-3层(近新世界百货),广东省,深圳市,福田区,114.0471319,22.56768397
莱音1号,体育休闲服务,娱乐场所,KTV,梅华路48-36号附近,广东省,深圳市,福田区,114.0519206,22.56800489
太阳神,体育休闲服务,娱乐场所,KTV,梅华路与梅红街交叉口西北150米,广东省,深圳市,福田区,114.0498721,22.56875758
音乐派量贩KTV,体育休闲服务,娱乐场所,KTV,北环彩田立交桥与彩田路交叉口东200米,广东省,深圳市,福田区,114.0637474,22.56744355
酷党量版KTV(八卦岭店),体育休闲服务,娱乐场所,KTV,八卦一路与八卦路的交界处五栋,广东省,深圳市,福田区,114.0948408,22.56045913
太子,体育休闲服务,娱乐场所,酒吧|餐饮服务,笋岗西路体育馆首层五区3号,广东省,深圳市,福田区,114.0875011,22.56123665
金鸡美食派对KTV,体育休闲服务,娱乐场所,KTV,上步北路深圳体育中心东门八区5号门,广东省,深圳市,福田区,114.087479,22.56313449
娱乐城,体育休闲服务,娱乐场所,娱乐场所,八卦七街80号,广东省,深圳市,福田区,114.0954871,22.56305996
久久纯K(罗湖店),体育休闲服务,娱乐场所,KTV,宝安北路2066号乐尚购物广场3层,广东省,深圳市,罗湖区,114.104143,22.56383442
夜色,体育休闲服务,娱乐场所,酒吧,梨园路121号艺展中心F5,广东省,深圳市,罗湖区,114.1013998,22.56421724
天天娱乐室,体育休闲服务,娱乐场所,娱乐场所,梅园路13号桃园外贸旁100米,广东省,深圳市,罗湖区,114.1056708,22.56532905
艺棠精酿啤酒屋(HALO广场店),体育休闲服务,娱乐场所,酒吧,笋岗街道桃园路8号HALO广场一楼L1-10,广东省,深圳市,罗湖区,114.1020647,22.56093379
爱玩岛缤纷娃娃机,体育休闲服务,娱乐场所,娱乐场所,桃园路与红岭北路交叉口西南100米,广东省,深圳市,福田区,114.0987402,22.56135469
田心酒店-棋牌室,体育休闲服务,娱乐场所,娱乐场所,宝岗路152号田心酒店,广东省,深圳市,罗湖区,114.1084583,22.56910533
M城会所,体育休闲服务,娱乐场所,KTV,笋岗街道文锦北路1049号源兴居1座,广东省,深圳市,罗湖区,114.117544,22.56544209
蝎子吧,体育休闲服务,娱乐场所,酒吧,水田一街180号2层,广东省,深圳市,罗湖区,114.11884,22.56973798
艺嘉国际大酒店-酒吧,体育休闲服务,娱乐场所,酒吧,文锦北路1010号文锦广场A座,广东省,深圳市,罗湖区,114.1203313,22.56090437
嘉华荟会所,体育休闲服务,娱乐场所,娱乐场所,田贝三路76号3层,广东省,深圳市,罗湖区,114.1216464,22.56722523
年代吧,体育休闲服务,娱乐场所,KTV,笋岗街道文锦北路与洪湖一街交汇处合正锦湖逸园裙楼1层12号铺,广东省,深圳市,罗湖区,114.1183076,22.56066229
宝琳大酒店-酒吧,体育休闲服务,娱乐场所,酒吧,文锦北路1118号宝琳酒店,广东省,深圳市,罗湖区,114.1182079,22.56894042
玫瑰会所,体育休闲服务,娱乐场所,娱乐场所,水田二街与田贝四路交叉口南50米,广东省,深圳市,罗湖区,114.1204711,22.56857481
坎济棋艺(翠竹校区),体育休闲服务,娱乐场所,娱乐场所,翠竹路翠竹苑37栋活动中心二楼坎济棋艺,广东省,深圳市,罗湖区,114.1254482,22.56267914
99纯K量贩式KTV,体育休闲服务,娱乐场所,KTV,翠竹街道爱国路水库新村230号二楼,广东省,深圳市,罗湖区,114.133835,22.56676314
南粤坊量贩式KTV,体育休闲服务,娱乐场所,KTV,水库新村230号南粤坊海鲜酒家3层,广东省,深圳市,罗湖区,114.1339292,22.56698925
纯KKTV,体育休闲服务,娱乐场所,KTV,水库新村230栋综合大楼二楼99,广东省,深圳市,罗湖区,114.1337829,22.56681106
叁原色酒吧,体育休闲服务,娱乐场所,酒吧,爱国路3023号新村大厦一楼,广东省,深圳市,罗湖区,114.1351109,22.567133
情缘西餐酒吧,体育休闲服务,娱乐场所,酒吧,水库新村三街204号附近,广东省,深圳市,罗湖区,114.1338892,22.56660923
星吧(爱国路辅路),体育休闲服务,娱乐场所,酒吧,爱国路维也纳酒店旁,广东省,深圳市,罗湖区,114.1354978,22.56706659
金融汇KTV,体育休闲服务,娱乐场所,KTV,太宁路213号,广东省,深圳市,罗湖区,114.1274849,22.5692231
三月色酒吧,体育休闲服务,娱乐场所,酒吧,爱国路维也纳酒店,广东省,深圳市,罗湖区,114.1354908,22.56703458
湖光阁,体育休闲服务,娱乐场所,酒吧,爱国路3018-2号旁,广东省,深圳市,罗湖区,114.1345398,22.56394944
红糖罐(黄贝路店),体育休闲服务,娱乐场所,酒吧,黄贝路乐扬枫景1楼(近碧波小学),广东省,深圳市,罗湖区,114.1365196,22.56110769
莲塘西岭职工文化娱乐室,体育休闲服务,娱乐场所,娱乐场所,鹏兴路1号鹿茵翠地10栋首层附近,广东省,深圳市,罗湖区,114.1547667,22.56099278
维利斯量贩式KTV,体育休闲服务,娱乐场所,KTV,仙湖路88号佳德城商务酒店2楼,广东省,深圳市,罗湖区,114.1614873,22.56699072
金银海娱乐会所,体育休闲服务,娱乐场所,KTV,国威路104号,广东省,深圳市,罗湖区,114.1645306,22.56700345
818KTV,体育休闲服务,娱乐场所,KTV,国威路72号-1附近,广东省,深圳市,罗湖区,114.1662061,22.5672176
金豪爵酒吧,体育休闲服务,娱乐场所,酒吧,莲塘仙湖路88号佳德城大厦2楼,广东省,深圳市,罗湖区,114.1615986,22.56698293
深圳市罗湖区源动力桌球棋牌城,体育休闲服务,娱乐场所,娱乐场所,国威路莲塘街道第一工业区101栋五楼(818KTV楼上),广东省,深圳市,罗湖区,114.1608677,22.56636162
蓝调清吧,体育休闲服务,娱乐场所,酒吧,莲塘聚宝路165号森照公馆1层,广东省,深圳市,罗湖区,114.1652946,22.56806979
茶立方主题棋牌馆(莲塘店),体育休闲服务,娱乐场所,娱乐场所,聚宝路与国威路交叉口万利大厦8楼(国威路农业银行楼上),广东省,深圳市,罗湖区,114.1656988,22.5665327
凯恩酒吧,体育休闲服务,娱乐场所,酒吧,三号支路10号,广东省,深圳市,罗湖区,114.1646993,22.56206123
莲塘职工文化娱乐室,体育休闲服务,娱乐场所,娱乐场所,国威路与聚宝路交叉口东北200米,广东省,深圳市,罗湖区,114.1659353,22.56796601
双唱久久KTV,体育休闲服务,娱乐场所,KTV,昊海君悦,广东省,深圳市,盐田区,114.2414054,22.56481273
欢唱99主题K丅V,体育休闲服务,娱乐场所,KTV,深盐路2092号昊海君悦酒店式公寓3层,广东省,深圳市,盐田区,114.2386072,22.56310535
欢唱久久K丅V,体育休闲服务,娱乐场所,KTV,昊海君悦大厦,广东省,深圳市,盐田区,114.2389895,22.56323843
欢唱久久KTV,体育休闲服务,娱乐场所,KTV,沙头角街道深盐路2092号昊海君悦大厦,广东省,深圳市,盐田区,114.2386072,22.56310535
大鹏湾游艇基地,体育休闲服务,娱乐场所,娱乐场所,大鹏新区六月海酒店东南侧50米,广东省,深圳市,龙岗区,114.460823,22.56481701
卡萝音乐王国,体育休闲服务,娱乐场所,KTV,新大路1号,广东省,深圳市,龙岗区,114.4909489,22.56628799
欢乐盛KTV音乐会所(宝体店),体育休闲服务,娱乐场所,KTV,裕安一路3021-1号,广东省,深圳市,宝安区,113.8756007,22.55892377
Happy Zone酒吧,体育休闲服务,娱乐场所,酒吧,宝源南路200-1号,广东省,深圳市,宝安区,113.8753383,22.55876755
Halo香槟花园·酒吧,体育休闲服务,娱乐场所,酒吧,宝源南路200-2号,广东省,深圳市,宝安区,113.8752351,22.55884546
黑可可·鸡尾酒吧,体育休闲服务,娱乐场所,酒吧,宝源南路200-6号,广东省,深圳市,宝安区,113.8749997,22.55909623
星星乐园,体育休闲服务,娱乐场所,娱乐场所,兴业路与国丰路交叉口东北150米,广东省,深圳市,宝安区,113.8722832,22.55792078
40渡Bar,体育休闲服务,娱乐场所,酒吧,"罗田路,宝安体育中心训练场附场9号商铺",广东省,深圳市,宝安区,113.8748164,22.55930005
11号酒吧,体育休闲服务,娱乐场所,酒吧,宝源南路宝安体育场东方山水酒吧街13号D商铺,广东省,深圳市,宝安区,113.8749637,22.55890421
游乐家儿童会馆,体育休闲服务,娱乐场所,娱乐场所,宝安中心区宝源路21号高发西岸花园三期商业街,广东省,深圳市,宝安区,113.8731006,22.55802156
Homing club百纳方舟(宝体店),体育休闲服务,娱乐场所,酒吧,84区裕安西路体育中心体育场南侧101-104号,广东省,深圳市,宝安区,113.8759302,22.55922503
KINGDOM酒吧,体育休闲服务,娱乐场所,酒吧,海秀路荣超滨海大夏B座2021-19,广东省,深圳市,宝安区,113.8750753,22.55197387
柴门酒铺,体育休闲服务,娱乐场所,酒吧,宝源南路200-7号,广东省,深圳市,宝安区,113.8748745,22.5592321
财富·俱乐部,体育休闲服务,娱乐场所,娱乐场所,裕安一路3021-号附近,广东省,深圳市,宝安区,113.8742894,22.56045347
Willfful,体育休闲服务,娱乐场所,酒吧,宝源南路200-3号附近,广东省,深圳市,宝安区,113.8748315,22.5587811
UK KTV(壹方城),体育休闲服务,娱乐场所,KTV,新湖路99号壹方城,广东省,深圳市,宝安区,113.8826854,22.55651919
NAKAMA,体育休闲服务,娱乐场所,酒吧,兴华一路天健时尚空间18-18号,广东省,深圳市,宝安区,113.8840434,22.55286726
King's Bar,体育休闲服务,娱乐场所,酒吧,新湖路102-18号,广东省,深圳市,宝安区,113.8860287,22.55627799
Football Bar(裕安一路),体育休闲服务,娱乐场所,酒吧,,广东省,深圳市,宝安区,113.8772012,22.560304
芭罗莎酒屋,体育休闲服务,娱乐场所,酒吧,金兰路6号,广东省,深圳市,宝安区,113.8811,22.56019588
北纬,体育休闲服务,娱乐场所,酒吧,新湖路东侧天悦龙庭B栋,广东省,深圳市,宝安区,113.882552,22.56024079
星豪量贩KTV,体育休闲服务,娱乐场所,KTV,42区兴华一路南1栋六楼42区兴华一路南1栋,广东省,深圳市,宝安区,113.892283,22.56034875
钻石1号,体育休闲服务,娱乐场所,KTV,44区宝安大道1142号(近创业天虹),广东省,深圳市,宝安区,113.8897626,22.55953517
古酿坊会所,体育休闲服务,娱乐场所,娱乐场所,38区中南花园4栋108号(宝安大道),广东省,深圳市,宝安区,113.8960747,22.5532828
怡盛音乐会所,体育休闲服务,娱乐场所,KTV|生活服务,41区甲岸路35号10栋,广东省,深圳市,宝安区,113.897112,22.56031624
蜂玩游戏,体育休闲服务,娱乐场所,娱乐场所,关口二路智恒产业园30栋302,广东省,深圳市,南山区,113.903822,22.55419372
天籁音乐俱乐部,体育休闲服务,娱乐场所,KTV,北环大道10123号,广东省,深圳市,南山区,113.9214633,22.55416538
禾乐综艺厅,体育休闲服务,娱乐场所,娱乐场所,艺园路马家龙田厦IC产业园133-8,广东省,深圳市,南山区,113.9227147,22.55266509
